lat,lon,apcount
40.10718422,-88.2334526,38
40.10703464,-88.23343705,54
40.10575217,-88.23658658,24
40.10418804,-88.23364842,30
40.10709399,-88.22381711,50
40.10266665,-88.22193855,10
40.10722937,-88.22755361,31
40.10911271,-88.22383796,55
40.10415793,-88.22920809,34
40.10655677,-88.22885603,22
40.11229017,-88.22656951,31
40.11215356,-88.2256855,46
40.10522133,-88.22512445,23
40.10313532,-88.2256878,16
40.11449994,-88.22594248,31
40.10307329,-88.22199133,17
40.10720347,-88.22382974,16
40.10662164,-88.23419263,52
40.11006355,-88.22387762,102
40.10800791,-88.22758064,17
40.1042413,-88.22723851,14
40.10473014,-88.22698555,24
40.10591889,-88.23042476,76
40.1145017,-88.227097,73
40.10423499,-88.22732571,14
40.10881037,-88.22405356,20
40.10997465,-88.2333895,82
40.11041629,-88.23273432,80
40.10898977,-88.22798682,42
40.11040509,-88.23153404,46
40.11352487,-88.22637882,22
40.10759529,-88.22756439,17
40.10062914,-88.22806738,13
40.10346861,-88.22130546,3
40.10900902,-88.22417763,35
40.10542684,-88.23620942,48
40.11356109,-88.22721128,45
40.10697254,-88.23077174,50
40.11628061,-88.22504207,38
40.11165509,-88.22771853,44
40.10576747,-88.23662266,27
40.10514355,-88.225119,22
40.10706268,-88.22885276,25
40.10670205,-88.23358085,36
40.10896278,-88.22459031,27
40.1059678,-88.23657127,10
40.10459828,-88.21961228,25
40.10619755,-88.23038708,45
40.11040414,-88.22855121,27
40.10071831,-88.22399269,44
40.11038175,-88.23336942,67
40.11046757,-88.22979664,40
40.10580653,-88.23650578,94
40.10663488,-88.23435059,46
40.10691884,-88.22930733,97
40.10443207,-88.23655808,37
40.1135953,-88.22576197,63
40.10914552,-88.22801667,65
40.10377515,-88.22203189,7
40.11298137,-88.22387603,53
40.1104168,-88.2238639,47
40.10652631,-88.23600165,58
40.1041136,-88.23045449,14
40.10546536,-88.22895856,23
40.10671743,-88.2319852,24
40.10450694,-88.22537056,28
40.1042408,-88.22579588,34
40.1044269,-88.22731834,10
40.10697966,-88.22767273,65
40.10897704,-88.22564051,14
40.10588812,-88.23654695,23
40.10409066,-88.22478821,50
40.10580482,-88.2365499,38
40.1102095,-88.22879861,61
40.10569679,-88.236555,100
40.10596671,-88.23656555,11
40.10347921,-88.22138664,3
40.10497421,-88.22056152,37
40.11627033,-88.22450907,34
40.10596671,-88.23656603,15
40.10883362,-88.22384741,68
40.10651426,-88.23619322,46
40.10691988,-88.23134761,45
40.10674996,-88.23197396,32
40.10413614,-88.22689788,13
40.10549002,-88.23345513,35
40.10679098,-88.23350949,41
40.10786952,-88.23199377,57
40.10531191,-88.22295147,16
40.10848835,-88.22764644,19
40.10547552,-88.23654356,26
40.10572859,-88.23658329,20
40.1059678,-88.23657123,8
40.10824367,-88.22890109,156
40.11513813,-88.22700527,82
40.10687864,-88.23102342,114
40.10679553,-88.23146541,49
40.10069683,-88.22600327,16
40.10466703,-88.22699042,13
40.10681877,-88.23072315,36
40.10880416,-88.22559506,32
40.10473307,-88.21957673,39
40.1098449,-88.22840614,64
40.11193175,-88.22562632,35
40.10805132,-88.23297795,32
40.10599723,-88.2276161,33
40.10959808,-88.22565954,16
40.10416728,-88.22234812,6
40.1085194,-88.2334866,38
40.10596782,-88.23657142,15
40.1040688,-88.2219671,6
40.11380756,-88.22395313,47
40.1053167,-88.22306775,16
40.10671936,-88.23197825,35
40.10618057,-88.22387841,30
40.10855398,-88.22764096,28
40.11047019,-88.22819884,38
40.10657837,-88.23636606,59
40.10833838,-88.22684575,66
40.10416877,-88.22221667,6
40.11397684,-88.22884923,47
40.10802061,-88.23313955,41
40.1006666,-88.2262307,16
40.11037115,-88.23074045,38
40.11041857,-88.23291556,55
40.10828716,-88.23350113,69
40.1088936,-88.22406062,25
40.10469914,-88.22520213,15
40.10735989,-88.2319255,53
40.10576324,-88.23662773,39
40.10582052,-88.2365668,28
40.1062605,-88.23647835,43
40.10415358,-88.22260578,16
40.10441254,-88.21972838,22
40.10938713,-88.23341828,56
40.10765349,-88.23353357,44
40.10890976,-88.22383151,42
40.10620053,-88.22377104,20
40.10417738,-88.22669982,31
40.11447983,-88.22635761,100
40.10431546,-88.23655679,44
40.10548898,-88.23471255,69
40.104105,-88.22750254,8
40.11532127,-88.22568354,35
40.10837026,-88.22564253,29
40.1034953,-88.22155695,3
40.104501,-88.2334234,34
40.10437829,-88.22736807,8
40.10787689,-88.22759097,9
40.10491833,-88.21994745,24
40.11422185,-88.22392695,20
40.10411736,-88.22515932,43
40.10695553,-88.23044684,55
40.10071418,-88.22213967,11
40.11447874,-88.22673867,47
40.10424761,-88.23648301,44
40.10532983,-88.22354906,41
40.1019807,-88.22183768,7
40.10576417,-88.23661783,35
40.10339927,-88.22248014,2
40.10575327,-88.2365916,24
40.10732837,-88.23346538,50
40.10414795,-88.22628165,11
40.1051922,-88.22513033,12
40.10592794,-88.22373324,50
40.10067103,-88.22532928,6
40.11229559,-88.22630358,38
40.11040593,-88.23248618,127
40.10411281,-88.22653229,15
40.10541568,-88.23029724,55
40.10065659,-88.23012106,21
40.10660194,-88.23494126,67
40.10992718,-88.22845428,112
40.11163453,-88.22392412,76
40.11467051,-88.2257654,31
40.10559466,-88.2275852,17
40.10508467,-88.22509924,19
40.10421093,-88.22599433,26
40.10063374,-88.22748526,13
40.1105021,-88.22779847,58
40.10695076,-88.23033896,51
40.10685086,-88.23117613,42
40.10628482,-88.23644156,54
40.10353064,-88.21979628,55
40.10299821,-88.22198693,9
40.10676532,-88.23195151,35
40.11445342,-88.22401138,51
40.110399,-88.23230098,68
40.10452377,-88.2272362,12
40.1080917,-88.22887706,64
40.10985257,-88.22387148,41
40.10422328,-88.22699417,14
40.11228099,-88.22574828,63
40.10922908,-88.23341987,60
40.11039579,-88.23220069,49
40.1061022,-88.2364316,40
40.10616394,-88.23643178,40
40.10409578,-88.21981752,28
40.10546216,-88.22999405,56
40.11049098,-88.23031893,22
40.1059916,-88.219851,31
40.10535813,-88.22370685,34
40.11494366,-88.22761729,103
40.10695561,-88.22754437,41
40.10412969,-88.22970957,28
40.10682267,-88.23342188,46
40.10423817,-88.22712639,14
40.11207721,-88.22554885,48
40.1065235,-88.23579961,56
40.1049652,-88.2205382,11
40.10615333,-88.22760738,56
40.11355928,-88.22870535,33
40.1037478,-88.21959793,27
40.10639591,-88.22380147,39
40.10479744,-88.2196004,36
40.10602092,-88.22483088,48
40.11454001,-88.22867921,34
40.10801127,-88.22885226,54
40.106655,-88.235297,28
40.10412924,-88.22489469,24
40.1067207,-88.2269606,62
40.10540488,-88.23019723,56
40.11154463,-88.22561784,60
40.10711016,-88.22382362,20
40.10059205,-88.22721893,24
40.10415258,-88.226784,13
40.10155241,-88.22196605,6
40.10323776,-88.22567057,36
40.10570639,-88.23651965,44
40.10733036,-88.2288403,92
40.1090042,-88.22469269,36
40.10650951,-88.2362853,49
40.10575168,-88.23659845,32
40.1054574,-88.2296732,20
40.10715374,-88.227145,51
40.10599033,-88.23644365,38
40.11353585,-88.22700566,31
40.11356969,-88.22851752,38
40.10577601,-88.22760137,19
40.10545543,-88.22562903,21
40.10366125,-88.21961947,32
40.10969456,-88.22822939,86
40.11031304,-88.22383418,48
40.11017503,-88.23341196,82
40.10414295,-88.22701102,11
40.10498786,-88.22027066,27
40.11448126,-88.22682962,61
40.10610087,-88.22375241,25
40.10511358,-88.22510791,19
40.10071627,-88.22366091,13
40.10480865,-88.22511541,34
40.11361767,-88.2288116,19
40.10130626,-88.22199262,4
40.10671747,-88.23198485,49
40.11520853,-88.22574783,12
40.10575206,-88.23658416,88
40.10689969,-88.2334099,42
40.11256361,-88.22555603,81
40.11364376,-88.22555623,48
40.11468629,-88.22709117,75
40.10690355,-88.22987552,34
40.10498887,-88.2203441,27
40.1067437,-88.23205005,60
40.10575588,-88.23662497,24
40.10546505,-88.22934359,23
40.10543252,-88.23603175,46
40.10887977,-88.23359804,78
40.10739748,-88.23347121,56
40.10669925,-88.22764264,67
40.10661016,-88.23528562,64
40.10965015,-88.2334015,51
40.10117142,-88.22201395,4
40.11630355,-88.22522069,38
40.10634357,-88.22877494,48
40.10842745,-88.22888908,142
40.10665653,-88.22887368,8
40.10488872,-88.21987728,25
40.10664364,-88.23435661,38
40.10774603,-88.22716866,91
40.10062988,-88.22901053,18
40.10868248,-88.23362099,74
40.10574765,-88.23660182,26
40.10924147,-88.22386544,55
40.11387927,-88.22885676,37
40.10426369,-88.219829,19
40.10547,-88.23388211,55
40.10852661,-88.2335466,72
40.10116736,-88.23022701,45
40.10545586,-88.23379383,38
40.10697138,-88.23066958,103
40.11043154,-88.22875729,10
40.11040277,-88.2325574,61
40.10898887,-88.22466764,20
40.10596672,-88.23656585,11
40.1057531,-88.2365903,28
40.10891141,-88.2255007,46
40.11043617,-88.2283794,21
40.11351045,-88.22616805,26
40.1061852,-88.2381194,36
40.11047132,-88.22996615,35
40.11200472,-88.22563925,37
40.10494168,-88.22001524,24
40.10731679,-88.22386143,31
40.10596558,-88.23656322,11
40.10162348,-88.22196146,7
40.10540648,-88.23634368,37
40.10548818,-88.22976819,11
40.10463064,-88.22522748,15
40.1065319,-88.23556283,63
40.10693915,-88.23125183,45
40.11036128,-88.23341159,65
40.10666821,-88.23041416,72
40.10547556,-88.23331284,53
40.10417568,-88.23339883,44
40.10418724,-88.22649617,10
40.10505945,-88.22509273,33
40.10070218,-88.2222362,11
40.1062975,-88.2237971,31
40.10346976,-88.22165166,3
40.10066564,-88.23013343,26
40.10532444,-88.22329286,32
40.10546596,-88.23302745,60
40.10069046,-88.22578924,18
40.11355943,-88.22696471,9
40.10577253,-88.23662577,52
40.10417983,-88.23644136,55
40.10569143,-88.23652356,18
40.10418398,-88.22639855,4
40.10774782,-88.2335228,39
40.11480097,-88.22703551,99
40.10704157,-88.23191301,37
40.10674181,-88.23348422,47
40.10733052,-88.22722686,50
40.10660403,-88.2276141,67
40.10474474,-88.22516228,40
40.10138843,-88.22197495,6
40.1006337,-88.22761154,10
40.10486365,-88.21978749,88
40.10460692,-88.22701257,36
40.10664113,-88.23467769,49
40.11043294,-88.22872516,23
40.10596496,-88.22685467,37
40.10080553,-88.23017955,37
40.1042016,-88.2261966,20
40.10068017,-88.22511193,6
40.1054981,-88.22955341,22
40.10977493,-88.22837689,64
40.10578634,-88.23657886,54
40.10415334,-88.22932235,34
40.11630435,-88.22532529,38
40.10070351,-88.22268093,19
40.10530892,-88.22283623,16
40.10386146,-88.21962078,29
40.10456317,-88.22522304,10
40.10502903,-88.23654976,34
40.1104458,-88.22957225,29
40.10836015,-88.23352066,75
40.11037633,-88.23086324,88
40.11041424,-88.2238403,53
40.10567368,-88.23652823,51
40.11472511,-88.22754626,103
40.10788099,-88.2335594,49
40.10361861,-88.21968171,27
40.1066566,-88.23454776,47
40.10793074,-88.23200116,11
40.10657647,-88.23037246,26
40.11040339,-88.23334211,64
40.11040332,-88.23313196,48
40.1066275,-88.23550604,65
40.11052729,-88.22674025,49
40.10661379,-88.23520711,61
40.11041007,-88.23307351,62
40.10711555,-88.22754156,62
40.11455447,-88.22835809,12
40.10951822,-88.22881495,10
40.11176957,-88.22564164,27
40.11629631,-88.2251283,32
40.10417112,-88.22942344,54
40.10895852,-88.22438322,32
40.10706291,-88.23349462,24
40.10342751,-88.22009941,20
40.10554251,-88.23658184,23
40.10687784,-88.23090609,33
40.11511435,-88.22760205,85
40.1065048,-88.22761385,106
40.10541325,-88.2364634,33
40.10592804,-88.23652609,52
40.11042208,-88.23329829,59
40.11357344,-88.22585958,54
40.10648757,-88.23646626,73
40.10756874,-88.23353009,52
40.10610173,-88.22761055,33
40.10600387,-88.23044705,38
40.10876149,-88.22385124,37
40.11412215,-88.22392231,32
40.10416527,-88.22583296,13
40.10496227,-88.22052887,8
40.10649488,-88.23037582,26
40.10900442,-88.22412917,32
40.10633967,-88.22761438,86
40.1059678,-88.23657134,8
40.11629556,-88.22439652,75
40.11043399,-88.2287185,28
40.10640475,-88.22544992,67
40.10824439,-88.22683213,66
40.1084792,-88.2275447,25
40.10568641,-88.22759464,8
40.10596606,-88.23656606,17
40.10329394,-88.22559367,36
40.10212984,-88.23021862,20
40.10932536,-88.23342759,62
40.11038467,-88.23061599,49
40.11371001,-88.22882338,28
40.1144468,-88.2271963,85
40.11326944,-88.22555029,73
40.10606802,-88.22407352,20
40.10365986,-88.22197963,12
40.10544208,-88.23549404,31
40.1006826,-88.22567911,28
40.10718859,-88.23354669,31
40.11040346,-88.23130253,64
40.10574951,-88.23662403,24
40.1033488,-88.22097104,8
40.10886441,-88.22559624,134
40.11040019,-88.23325889,46
40.10661119,-88.23463963,69
40.10190904,-88.22184469,10
40.10542043,-88.2357397,42
40.1041239,-88.23258507,31
40.11474134,-88.22706062,99
40.10573576,-88.23655085,16
40.10346659,-88.22185378,3
40.1006063,-88.22879128,13
40.11192364,-88.22556567,35
40.1069222,-88.23006306,46
40.1088921,-88.22555109,41
40.10390086,-88.22201801,6
40.11026475,-88.23342972,67
40.10661076,-88.23576967,66
40.10995364,-88.22388693,33
40.10549247,-88.23522021,44
40.11503149,-88.22700769,216
40.10663915,-88.23411417,36
40.10695881,-88.23350175,33
40.10816188,-88.2288964,64
40.10067828,-88.22521009,6
40.11361777,-88.22561734,68
40.1147295,-88.2240278,52
40.1072002,-88.23194924,41
40.10801837,-88.2254797,6
40.10695949,-88.23187417,58
40.10635798,-88.23645472,102
40.1059677,-88.2365707,6
40.10609044,-88.22392798,14
40.11339082,-88.22553075,120
40.10873281,-88.22886113,65
40.11455715,-88.22850016,30
40.11010572,-88.23339659,79
40.10986746,-88.23339002,75
40.11515976,-88.22755198,53
40.10543522,-88.23588362,49
40.10654346,-88.23543737,55
40.10880393,-88.22644134,74
40.11481949,-88.22574803,41
40.10678837,-88.23164648,36
40.10423729,-88.22560133,20
40.10668086,-88.23360035,66
40.10804286,-88.22688652,61
40.10575458,-88.23662937,26
40.1057429,-88.23659214,11
40.10069885,-88.22606434,17
40.10745824,-88.22756506,14
40.10896909,-88.23355951,70
40.10639737,-88.23644767,43
40.10447533,-88.22727324,10
40.10098836,-88.2302044,40
40.1075339,-88.23350599,60
40.10523968,-88.22161157,31
40.10496002,-88.22006877,34
40.11447965,-88.2259997,52
40.10549876,-88.22602229,26
40.10690911,-88.22941288,39
40.11451074,-88.22657296,116
40.11011973,-88.225663,21
40.1145355,-88.22697336,114
40.10596569,-88.23656334,15
40.10576028,-88.23658373,23
40.10060847,-88.2299334,32
40.10342288,-88.22018544,10
40.10665076,-88.23382509,75
40.10815641,-88.23348916,64
40.10575336,-88.23659296,25
40.11457543,-88.22403883,54
40.11228384,-88.22647906,28
40.10399292,-88.21974768,30
40.10411899,-88.22502437,24
40.1062793,-88.22830896,88
40.10344498,-88.22198991,6
40.10567986,-88.23651826,51
40.10596579,-88.23656347,17
40.10590408,-88.22760626,19
40.11040742,-88.23180961,58
40.11039873,-88.23210028,54
40.10452477,-88.22527935,10
40.10858249,-88.22886166,66
40.10414915,-88.23634558,61
40.10702568,-88.22701122,44
40.1151779,-88.22750199,120
40.10575526,-88.23662918,36
40.11444789,-88.22613039,42
40.1145206,-88.22876137,45
40.10348091,-88.22176733,7
40.10665989,-88.23518614,50
40.10414953,-88.23196527,29
40.109506,-88.22566899,18
40.10548013,-88.23318698,53
40.10061202,-88.22922574,19
40.10550198,-88.22622976,20
40.1042298,-88.22549714,32
40.10795294,-88.22762286,26
40.11039069,-88.23108494,53
40.1069787,-88.22887276,10
40.10689945,-88.23150171,59
40.10338887,-88.22391943,25
40.1060354,-88.2369425,82
40.10440462,-88.22541612,20
40.1054912,-88.22611742,5
40.10550196,-88.22583349,24
