lat,lon,apcount
40.10806302,-88.23275954,3
40.10545334,-88.2292419,10
40.10972878,-88.22835769,66
40.10431768,-88.22738063,13
40.10892482,-88.22546269,37
40.10340834,-88.22259929,2
40.10563854,-88.23044859,21
40.10070814,-88.22288173,17
40.1150317,-88.22575963,13
40.11527356,-88.22573953,4
40.1060481,-88.22440338,41
40.10688367,-88.23156942,28
40.11162619,-88.22564231,24
40.10984677,-88.22569263,12
40.10820942,-88.22766194,28
40.10770028,-88.22751277,32
40.1144828,-88.22665408,41
40.10067974,-88.22501329,28
40.10837588,-88.22680778,112
40.11491617,-88.22702786,119
40.10072021,-88.22355153,18
40.10418775,-88.22890875,39
40.11463026,-88.22748368,51
40.11018572,-88.2287285,29
40.10531376,-88.22339651,25
40.10072389,-88.22344334,3
40.10202426,-88.23023184,34
40.1036442,-88.219712,1
40.11627501,-88.22494057,2
40.10419269,-88.22630061,3
40.10534536,-88.2236045,23
40.10865904,-88.2288634,50
40.1039615,-88.2196854,1
40.10336496,-88.22066348,2
40.10059948,-88.22828612,7
40.11051466,-88.23013316,5
40.10706886,-88.22708963,42
40.10714363,-88.22380835,16
40.1135708,-88.22684152,13
40.11630281,-88.22543704,6
40.10516859,-88.22513354,8
40.10072261,-88.22305801,11
40.1034217,-88.22222272,2
40.10781266,-88.22709814,70
40.10719653,-88.22547941,14
40.1060329,-88.2239679,17
40.10547419,-88.22554788,10
40.10546302,-88.22540087,12
40.10817392,-88.22683029,60
40.11445657,-88.22605742,25
40.10677799,-88.23182435,2
40.10066211,-88.22627794,26
40.11453931,-88.22828923,46
40.10852168,-88.22678018,54
40.106393,-88.2290151,20
40.10589821,-88.22685827,8
40.10269193,-88.22573506,25
40.10418994,-88.22659483,8
40.10689543,-88.22888327,8
40.10224786,-88.22765008,12
40.10072294,-88.22334375,11
40.11464956,-88.22402609,7
40.11032869,-88.23342775,2
40.1068017,-88.23050937,4
40.1089722,-88.22428895,20
40.11002029,-88.2256774,10
40.10694032,-88.23015966,7
40.10419311,-88.23372547,19
40.11378407,-88.22550237,22
40.10817407,-88.22761905,8
40.10689705,-88.22951231,2
40.10414161,-88.2274131,8
40.10340084,-88.22330319,24
40.11335372,-88.22389055,31
40.10635405,-88.23209,6
40.10420851,-88.22531401,35
40.10750447,-88.22885302,54
40.10415797,-88.23304935,25
40.11230834,-88.22612204,20
40.10341184,-88.22277454,6
40.10217886,-88.22188462,16
40.11040116,-88.23116852,5
40.10060367,-88.22947209,17
40.10571166,-88.23203106,46
40.10061448,-88.2293461,17
40.10695708,-88.23115006,14
40.10970218,-88.22831158,66
40.10762885,-88.2274571,35
40.11006413,-88.22859683,54
40.11039992,-88.22387231,33
40.11281073,-88.22385896,50
40.11446126,-88.22623086,34
40.10069721,-88.22245939,19
40.10418804,-88.23364842,16
40.10709399,-88.22381711,8
40.10266665,-88.22193855,10
40.10722937,-88.22755361,23
40.10911271,-88.22383796,38
40.10415793,-88.22920809,32
40.10655677,-88.22885603,17
40.11229017,-88.22656951,31
40.11215356,-88.2256855,38
40.10522133,-88.22512445,13
40.10313532,-88.2256878,16
40.11449994,-88.22594248,26
40.10307329,-88.22199133,17
40.10662164,-88.23419263,12
40.11006355,-88.22387762,72
40.10800791,-88.22758064,8
40.1042413,-88.22723851,14
40.10473014,-88.22698555,22
40.10591889,-88.23042476,11
40.1145017,-88.227097,55
40.10423499,-88.22732571,14
40.10881037,-88.22405356,13
40.10997465,-88.2333895,5
40.11041629,-88.23273432,1
40.10898977,-88.22798682,32
40.11040509,-88.23153404,13
40.11352487,-88.22637882,15
40.10759529,-88.22756439,14
40.10062914,-88.22806738,11
40.10346861,-88.22130546,3
40.10900902,-88.22417763,20
40.11356109,-88.22721128,28
40.10697254,-88.23077174,14
40.11628061,-88.22504207,2
40.11165509,-88.22771853,41
40.10514355,-88.225119,8
40.10706268,-88.22885276,9
40.10670205,-88.23358085,4
40.10896278,-88.22459031,20
40.10619755,-88.23038708,1
40.11040414,-88.22855121,20
40.10071831,-88.22399269,38
40.11038175,-88.23336942,3
40.11046757,-88.22979664,8
40.10691884,-88.22930733,33
40.1135953,-88.22576197,59
40.10914552,-88.22801667,56
40.10377515,-88.22203189,7
40.11298137,-88.22387603,30
40.1104168,-88.2238639,33
40.1041136,-88.23045449,13
40.10546536,-88.22895856,18
40.10671743,-88.2319852,7
40.10450694,-88.22537056,24
40.1042408,-88.22579588,28
40.1044269,-88.22731834,9
40.10697966,-88.22767273,62
40.10897704,-88.22564051,10
40.10409066,-88.22478821,44
40.1102095,-88.22879861,26
40.10347921,-88.22138664,3
40.10497421,-88.22056152,24
40.11627033,-88.22450907,3
40.10883362,-88.22384741,34
40.10691988,-88.23134761,11
40.10674996,-88.23197396,9
40.10413614,-88.22689788,12
40.10549002,-88.23345513,1
40.10679098,-88.23350949,4
40.10786952,-88.23199377,38
40.10531191,-88.22295147,11
40.10848835,-88.22764644,9
40.10824367,-88.22890109,104
40.11513813,-88.22700527,65
40.10687864,-88.23102342,23
40.10679553,-88.23146541,16
40.10069683,-88.22600327,13
40.10466703,-88.22699042,12
40.10681877,-88.23072315,2
40.10880416,-88.22559506,25
40.1098449,-88.22840614,48
40.11193175,-88.22562632,30
40.10599723,-88.2276161,29
40.10959808,-88.22565954,12
40.10416728,-88.22234812,6
40.1040688,-88.2219671,6
40.11380756,-88.22395313,16
40.1053167,-88.22306775,11
40.10671936,-88.23197825,12
40.10618057,-88.22387841,16
40.10855398,-88.22764096,18
40.11047019,-88.22819884,37
40.10833838,-88.22684575,65
40.10416877,-88.22221667,6
40.1006666,-88.2262307,13
40.11041857,-88.23291556,2
40.1088936,-88.22406062,15
40.10469914,-88.22520213,9
40.10735989,-88.2319255,34
40.10415358,-88.22260578,14
40.10441254,-88.21972838,1
40.10765349,-88.23353357,1
40.10890976,-88.22383151,24
40.10417738,-88.22669982,29
40.11447983,-88.22635761,82
40.10431546,-88.23655679,5
40.104105,-88.22750254,8
40.11532127,-88.22568354,10
40.10837026,-88.22564253,22
40.1034953,-88.22155695,3
40.104501,-88.2334234,26
40.10437829,-88.22736807,8
40.10787689,-88.22759097,4
40.10491833,-88.21994745,9
40.10411736,-88.22515932,41
40.10695553,-88.23044684,17
40.10071418,-88.22213967,6
40.11447874,-88.22673867,41
40.10424761,-88.23648301,5
40.10532983,-88.22354906,23
40.1019807,-88.22183768,7
40.10339927,-88.22248014,2
40.10732837,-88.23346538,1
40.10414795,-88.22628165,11
40.1051922,-88.22513033,6
40.10592794,-88.22373324,14
40.10067103,-88.22532928,4
40.11229559,-88.22630358,33
40.11040593,-88.23248618,2
40.10411281,-88.22653229,14
40.10541568,-88.23029724,27
40.10065659,-88.23012106,21
40.10992718,-88.22845428,70
40.11163453,-88.22392412,55
40.11467051,-88.2257654,24
40.10559466,-88.2275852,15
40.10508467,-88.22509924,6
40.10421093,-88.22599433,22
40.10063374,-88.22748526,13
40.1105021,-88.22779847,54
40.10695076,-88.23033896,10
40.10685086,-88.23117613,10
40.10353064,-88.21979628,13
40.10299821,-88.22198693,9
40.10676532,-88.23195151,9
40.11445342,-88.22401138,4
40.110399,-88.23230098,1
40.10452377,-88.2272362,11
40.1080917,-88.22887706,40
40.10985257,-88.22387148,32
40.10422328,-88.22699417,13
40.11228099,-88.22574828,51
40.10409578,-88.21981752,1
40.10546216,-88.22999405,34
40.1059916,-88.219851,21
40.10535813,-88.22370685,15
40.11494366,-88.22761729,77
40.10695561,-88.22754437,39
40.10412969,-88.22970957,28
40.10682267,-88.23342188,4
40.10423817,-88.22712639,13
40.11207721,-88.22554885,45
40.1049652,-88.2205382,6
40.10615333,-88.22760738,50
40.11355928,-88.22870535,10
40.10639591,-88.22380147,8
40.10602092,-88.22483088,39
40.11454001,-88.22867921,1
40.10801127,-88.22885226,40
40.10412924,-88.22489469,21
40.1067207,-88.2269606,56
40.10540488,-88.23019723,34
40.11154463,-88.22561784,50
40.10711016,-88.22382362,11
40.10059205,-88.22721893,24
40.10415258,-88.226784,12
40.10155241,-88.22196605,5
40.10323776,-88.22567057,35
40.10733036,-88.2288403,42
40.1090042,-88.22469269,25
40.1054574,-88.2296732,18
40.10715374,-88.227145,46
40.11353585,-88.22700566,21
40.11356969,-88.22851752,13
40.10577601,-88.22760137,16
40.10545543,-88.22562903,11
40.10366125,-88.21961947,3
40.10969456,-88.22822939,79
40.11031304,-88.22383418,36
40.11017503,-88.23341196,3
40.10414295,-88.22701102,10
40.10498786,-88.22027066,17
40.11448126,-88.22682962,49
40.10511358,-88.22510791,6
40.10071627,-88.22366091,10
40.10480865,-88.22511541,24
40.10130626,-88.22199262,3
40.10671747,-88.23198485,13
40.11520853,-88.22574783,7
40.10689969,-88.2334099,4
40.11256361,-88.22555603,80
40.11364376,-88.22555623,45
40.11468629,-88.22709117,57
40.10690355,-88.22987552,4
40.10498887,-88.2203441,17
40.1067437,-88.23205005,14
40.10546505,-88.22934359,10
40.10739748,-88.23347121,1
40.10669925,-88.22764264,67
40.10117142,-88.22201395,3
40.11630355,-88.22522069,5
40.10634357,-88.22877494,36
40.10842745,-88.22888908,98
40.10665653,-88.22887368,7
40.10488872,-88.21987728,3
40.10774603,-88.22716866,88
40.10062988,-88.22901053,16
40.10924147,-88.22386544,38
40.10426369,-88.219829,1
40.10116736,-88.23022701,44
40.10697138,-88.23066958,32
40.11043154,-88.22875729,6
40.11040277,-88.2325574,1
40.10898887,-88.22466764,14
40.10891141,-88.2255007,37
40.11043617,-88.2283794,17
40.11351045,-88.22616805,22
40.11047132,-88.22996615,4
40.11200472,-88.22563925,33
40.10494168,-88.22001524,9
40.10731679,-88.22386143,4
40.10162348,-88.22196146,6
40.10548818,-88.22976819,3
40.10463064,-88.22522748,9
40.10693915,-88.23125183,11
40.11036128,-88.23341159,3
40.10666821,-88.23041416,4
40.10547556,-88.23331284,2
40.10417568,-88.23339883,24
40.10418724,-88.22649617,9
40.10505945,-88.22509273,7
40.10070218,-88.2222362,6
40.1062975,-88.2237971,3
40.10346976,-88.22165166,3
40.10066564,-88.23013343,25
40.10532444,-88.22329286,21
40.10546596,-88.23302745,15
40.10069046,-88.22578924,15
40.11355943,-88.22696471,6
40.10417983,-88.23644136,13
40.10418398,-88.22639855,3
40.11480097,-88.22703551,75
40.10704157,-88.23191301,26
40.10674181,-88.23348422,7
40.10733052,-88.22722686,47
40.10660403,-88.2276141,67
40.10474474,-88.22516228,24
40.10138843,-88.22197495,5
40.1006337,-88.22761154,9
40.10486365,-88.21978749,6
40.10460692,-88.22701257,34
40.11043294,-88.22872516,14
40.10596496,-88.22685467,36
40.10080553,-88.23017955,36
40.1042016,-88.2261966,18
40.10068017,-88.22511193,5
40.1054981,-88.22955341,9
40.10977493,-88.22837689,48
40.10415334,-88.22932235,32
40.11630435,-88.22532529,5
40.10070351,-88.22268093,13
40.10530892,-88.22283623,15
40.10456317,-88.22522304,5
40.1104458,-88.22957225,10
40.11041424,-88.2238403,34
40.11472511,-88.22754626,77
40.10361861,-88.21968171,3
40.10793074,-88.23200116,8
40.11040339,-88.23334211,2
40.11040332,-88.23313196,3
40.11052729,-88.22674025,42
40.11041007,-88.23307351,3
40.10711555,-88.22754156,48
40.10951822,-88.22881495,10
40.11176957,-88.22564164,23
40.11629631,-88.2251283,2
40.10417112,-88.22942344,50
40.10895852,-88.22438322,20
40.10342751,-88.22009941,9
40.10687784,-88.23090609,3
40.11511435,-88.22760205,66
40.1065048,-88.22761385,106
40.11042208,-88.23329829,1
40.11357344,-88.22585958,49
40.10610173,-88.22761055,29
40.10600387,-88.23044705,4
40.10876149,-88.22385124,6
40.11412215,-88.22392231,1
40.10416527,-88.22583296,13
40.10496227,-88.22052887,7
40.10900442,-88.22412917,20
40.10633967,-88.22761438,84
40.11629556,-88.22439652,9
40.11043399,-88.2287185,18
40.10640475,-88.22544992,51
40.10824439,-88.22683213,65
40.1084792,-88.2275447,19
40.10568641,-88.22759464,7
40.10329394,-88.22559367,35
40.10212984,-88.23021862,18
40.1144468,-88.2271963,66
40.11326944,-88.22555029,73
40.10606802,-88.22407352,14
40.10365986,-88.22197963,12
40.1006826,-88.22567911,22
40.11040346,-88.23130253,17
40.1033488,-88.22097104,1
40.10886441,-88.22559624,111
40.11040019,-88.23325889,2
40.10190904,-88.22184469,9
40.1041239,-88.23258507,22
40.11474134,-88.22706062,75
40.10346659,-88.22185378,3
40.1006063,-88.22879128,13
40.11192364,-88.22556567,31
40.1069222,-88.23006306,7
40.1088921,-88.22555109,34
40.10390086,-88.22201801,6
40.11026475,-88.23342972,3
40.10995364,-88.22388693,24
40.11503149,-88.22700769,172
40.10663915,-88.23411417,1
40.10816188,-88.2288964,40
40.10067828,-88.22521009,5
40.11361777,-88.22561734,63
40.1147295,-88.2240278,8
40.1072002,-88.23194924,33
40.10801837,-88.2254797,6
40.10695949,-88.23187417,31
40.10609044,-88.22392798,8
40.11339082,-88.22553075,116
40.10873281,-88.22886113,50
40.11455715,-88.22850016,1
40.11010572,-88.23339659,5
40.10986746,-88.23339002,2
40.11515976,-88.22755198,41
40.10880393,-88.22644134,68
40.11481949,-88.22574803,31
40.10678837,-88.23164648,7
40.10423729,-88.22560133,17
40.10668086,-88.23360035,15
40.10804286,-88.22688652,60
40.10069885,-88.22606434,14
40.10745824,-88.22756506,11
40.10447533,-88.22727324,9
40.10098836,-88.2302044,39
40.1075339,-88.23350599,1
40.10523968,-88.22161157,25
40.10496002,-88.22006877,20
40.11447965,-88.2259997,44
40.10549876,-88.22602229,17
40.10690911,-88.22941288,1
40.11451074,-88.22657296,100
40.11011973,-88.225663,16
40.1145355,-88.22697336,88
40.10060847,-88.2299334,30
40.10665076,-88.23382509,6
40.11457543,-88.22403883,6
40.11228384,-88.22647906,28
40.10399292,-88.21974768,1
40.10411899,-88.22502437,21
40.1062793,-88.22830896,82
40.10344498,-88.22198991,6
40.10590408,-88.22760626,16
40.11040742,-88.23180961,15
40.11039873,-88.23210028,2
40.10452477,-88.22527935,5
40.10858249,-88.22886166,49
40.10414915,-88.23634558,13
40.10702568,-88.22701122,39
40.1151779,-88.22750199,93
40.11444789,-88.22613039,34
40.1145206,-88.22876137,1
40.10348091,-88.22176733,7
40.10414953,-88.23196527,21
40.109506,-88.22566899,13
40.10548013,-88.23318698,2
40.10061202,-88.22922574,17
40.10550198,-88.22622976,18
40.1042298,-88.22549714,28
40.10795294,-88.22762286,21
40.11039069,-88.23108494,4
40.1069787,-88.22887276,2
40.10689945,-88.23150171,25
40.10338887,-88.22391943,24
40.10440462,-88.22541612,18
40.1054912,-88.22611742,5
40.10550196,-88.22583349,14
