lat,lon
25.72041818,-80.27916997
25.72049054,-80.27581706
25.72174347,-80.27558484
25.72216124,-80.27630976
25.72128027,-80.27914132
25.71736436,-80.28121123
25.7154379,-80.28104265
25.71593007,-80.28053248
25.71981784,-80.27731181
